Estabelecimento de tratamento;cnes
2713497 PRONTO SOCORRO SAO FRANCISCO LTDA;2713497
2715163 UNIDADE MISTA LEONIDAS PEREIRA DE MENEZES;2715163
2715201 HOSPITAL SENADOR ANTONIO FARIAS;2715201
2715309 UNIDADE MISTA JOAQUIM FRANCISCO DE MELO CA;2715309
2715317 HOSPITAL MARIA RAFAEL DE SIQUEIRA;2715317
2716097 COMPLEXO HOSPITALAR IRMA DULCE O S S;2716097
2716275 HOSPITAL E MATERNIDADE MAE DO DIVINO AMOR;2716275
2716801 HOSPITAL DA CRIANCA GRENDACC;2716801
2719290 UNIDADE MISTA DR DJALMA GONCALVES DOS ANJO;2719290
2722399 HOSPITAL MUNICIPAL NOSSA SENHORA DAS GRACA;2722399
2722895 CLINICA CIRURGICA SANTA CLARA;2722895
2723190 CRIO CENTRO REGIONAL INTEGRADO DE ONCOLOGI;2723190
2723212 HOSPITAL DISTRITAL GONZAGA MOTA MESSEJANA;2723212
2723220 HOSPITAL HAROLDO JUACABA;2723220
2723255 HOSPITAL MUNICIPAL SAO SEBASTIAO E MATERNI;2723255
2723913 CENTRO INTEG DE CIRUR OFTALMOCINCO;2723913
2726610 HOSPITAL MUNICIPAL MARIA ALVES FEITOSA;2726610
2726653 EBSERH HOSPITAL UNIVERSITARIO DA UFMA;2726653
2726726 HOSPITAL REGIONAL ANTONIO DIAS;2726726
2726734 HOSPITAL VERA CRUZ;2726734
2726971 HOSPITAL GETULIO VARGAS;2726971
2726998 ASSOCIACAO PIAUIENSE DE COMBATE AO CANCER;2726998
2727005 HOSPITAL SAO PAULO;2727005
2729385 HOSPITAL CRISTO REI;2729385
2729512 HOSPITAL SAO CAMILO LTDA;2729512
2729563 HOSPITAL SAO LUCAS DE SERTANOPOLIS;2729563
2730650 SANTA CASA DE CAMBE;2730650
2733285 HOSPITAL E MATERNIDADE NOSSA SENHORA DAS G;2733285
2733307 HOSPITAL E MATERNIDADE SANTA CLARA;2733307
2733315 HOSPITAL SANTA MONICA;2733315
2733358 HOSPITAL MUNICIPAL ALVADI MONTICELLI;2733358
2733455 HOSPITAL MUNICIPAL DE ITAMBE;2733455
2733536 SANTA CASA DE NOVA ESPERANCA;2733536
2733633 HOSPITAL E MATERNIDADE SANTA CASA DE UBIRA;2733633
2733676 HOSPITAL SAO PAULO;2733676
2734745 OFTALMO CLINICA CIANORTE;2734745
2735970 SANTA CASA DE MISERICORDIA DE GOIOERE;2735970
2735989 FUNDHOSPAR FUNDACAO HOSPITALAR DO PARANA;2735989
2737434 CEONC;2737434
2737531 HOSPITAL MUNICIPAL DE CRUZEIRO DO OESTE;2737531
2738201 HOSPITAL MUNICIPAL TRES BARRAS;2738201
2738252 HOSPITAL DO CORACAO;2738252
2738279 HOSPITAL SANTA SIMONE;2738279
2738287 INSTITUTO SANTA PELIZZARI;2738287
2738309 HOSPITAL DE ENSINO SAO LUCAS;2738309
2738368 HOSPITAL UNIVERSITARIO DO OESTE DO PARANA;2738368
2740338 HOSPITAL DO CANCER DE CASCAVEL UOPECCAN;2740338
2740435 IDF;2740435
2740540 CLINICA SAO FRANCISCO DE ASSIS;2740540
2741873 INSTITUTO SAO JOSE;2741873
2741962 HOSPITAL BOM PASTOR;2741962
2741989 HOSPITAL DE CARIDADE SAO VICENTE DE PAULO;2741989
2742012 HOSPITAL SAGRADO CORACAO DE JESUS;2742012
2742020 INSTITUTO SAUDE SANTA CLARA;2742020
2742039 HOSPITAL SANTA CRUZ;2742039
2742047 INSTITUTO VIRMOND;2742047
2742071 CENTRO MEDICO HOSPITALAR SAO LUCAS;2742071
2742098 HOSPITAL SAO VICENTE DE PAULO;2742098
2743388 HOSPITAL IRMANDADE DA SANTA CASA;2743388
2743469 HOSPITAL E MATERNIDADE SANTA RITA;2743469
2743477 HOSPITAL MUNICIPAL DE MARINGA THELMA VILLA;2743477
2744392 HOSPITAL MUNICIPAL FIORINDO VICENSI;2744392
2744937 HOSPITAL INFANTIL PEQUENO ANJO;2744937
2745798 HOSPITAL BENEFICENTE SANTO ANTONIO ORLANDI;2745798
2747308 HOSPITAL DE OLHOS LIONS MANOEL DANTE BUSCA;2747308
2747685 SANTA CASA DE MISERICORDIA NOVA EUROPA;2747685
2747871 HOSPITAL MUNICIPAL GOV MARIO COVAS JR;2747871
2748029 SANTA CASA DE MISERICORDIA DE SAO JOSE DOS;2748029
2748223 HOSPITAL DAS CLINICAS DA FACULDADE DE MEDI;2748223
2748568 SANTA CASA DE MISERICORDIA DE CAPIVARI;2748568
2749149 SANTA CASA DE MISERICORDIA DE TAMBAU;2749149
2749319 HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBAT;2749319
2750538 HOSPITAL MUNICIPAL DE IEPE;2750538
2750546 HOSPITAL ESTADUAL PORTO PRIMAVERA ROSANA;2750546
2750988 SANTA CASA DE DRACENA;2750988
2751003 SANTA CASA DE JUNQUEIROPOLIS;2751003
2751011 SANTA CASA MISERICORDIA PADRE JOAO SCHNEID;2751011
2751038 SANTA CASA DE PRESIDENTE EPITACIO;2751038
2751046 SANTA CASA DE SANTO ANASTACIO;2751046
2751569 SANTA CASA DE MISERICORDIA DE CERQUILHO;2751569
2751623 HOSPITAL FRANCISCO ROSAS;2751623
2751674 HOSPITAL E MATERNIDADE NOSSA SENHORA DAS G;2751674
2751704 SANTA CASA DE MISERICORDIA DE ITUVERAVA;2751704
2751747 SANTA CASA DE MAUA;2751747
2751852 HOSPITAL DIA VILA PRUDENTE;2751852
2751860 HOSPITAL DIA DR FLAVIO GIANNOTTI;2751860
2751925 HOSPITAL DIA CIDADE ADEMAR;2751925
2751933 HOSPITAL DIA PENHA;2751933
2751976 HOSPITAL DIA SAO MIGUEL DR TITO LOPES DA S;2751976
2752077 HOSP DO SERV PUB MUNICIPAL HSPM;2752077
2752603 HOSPITAL EVANGELICO DE MATO GROSSO;2752603
2752638 HOSPITAL PRONTO ATENDIMENTO MUNICIPAL LUCI;2752638
2752654 HOSPITAL VALE DO GUAPORE;2752654
2752700 SANTA CASA DE MISERICORDIA DO PARA;2752700
2752743 FGH;2752743
2752808 HOSPITAL EVANGELICO DE PERNAMBUCO;2752808
2753278 HOSPITAL E MATERNIDADE MUNICIPAL DE SAO JO;2753278
2753332 HOSPITAL MATERNIDADE ALTO MARACANA;2753332
2753774 HOSPITAL E MATERNIDADE MUNICIPAL SEITUGU H;2753774
2753952 HOSPITAL MUNICIPAL N SRA DOS NAVEGANTES;2753952
2753979 HOSPITAL PARAISO;2753979
2754738 SANTA CASA DE PARANAVAI;2754738
2754843 HOSPITAL SANTO AMARO;2754843
2755092 SANTA CASA DE PINDAMONHANGABA;2755092
2755130 HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESID;2755130
2755149 HOSPITAL REGIONAL DE PARAISO DR ALFREDO O;2755149
2755157 HOSPITAL E MATERNIDADE D REGINA S CAMPOS D;2755157
2755165 HOSPITAL DOM ORIONE DE ARAGUAINA;2755165
2755173 HOSPITAL MUNICIPAL SAO JOAO BATISTA TAGUAT;2755173
2755483 CLINICA DOM RODRIGO LTDA;2755483
2756676 HOSPITAL SAO CAMILO;2756676
2756749 HOSPITAL MUNICIPAL SAO JUDAS TADEU;2756749
2756951 HOSPITAL NOSSA SENHORA AUXILIADORA;2756951
2757214 HOSPITAL DR AFONSO RODRIGUES;2757214
2757664 HOSPITAL DISTRITAL DE TAPEROA;2757664
2757672 HOSPITAL GERAL ANA VIRGINIA;2757672
2757710 HOSPITAL REGIONAL DE PICUI;2757710
2757761 CENTRO ESPECIALIZADO DE DIAGNOSTICO DO CAN;2757761
2758040 UNIDADE MISTA DE SAUDE DE PEDRA LAVRADA;2758040
2758164 HOSPITAL SAO JOSE;2758164
2758245 SANTA CASA DE LINS;2758245
2759292 POLICLINICA CENTRAL DR ANTONIO CARLOS PIAN;2759292
2759403 POLICLINICA MUNICIPAL SANTA MARIA;2759403
2760436 INSTITUTO SAO VICENTE DE PAULO;2760436
2760657 HOSPITAL SAO SEBASTIAO;2760657
2760681 HOSPITAL SAO VICENTE DE PAULO;2760681
2760703 HOSPITAL SAO VICENTE DE PAULO DE UBA;2760703
2760711 HOSPITAL SAO VICENTE DE PAULO MUTUM;2760711
2760738 INSTITUTO SAUDE BRASIL;2760738
2760843 HOSPITAL SAO JOAO BATISTA;2760843
2760916 HOSPITAL JOAO PAULO II;2760916
2760924 HOSPITAL MUNICIPAL DR JOAQUIM BROCHADO;2760924
2760932 HOSPITAL MUNICIPAL ANTONIO REIS;2760932
2760940 HOSPITAL MUNICIPAL DE FRANCISCO SA;2760940
2760991 HOSPITAL NOSSA SENHORA DA CONCEICAO;2760991
2761009 HOSPITAL NOSSA SENHORA DA PIEDADE;2761009
2761041 HOSPITAL REGIONAL DO SUL DE MINAS;2761041
2761092 HOSPITAL BOM PASTOR;2761092
2761106 HOSPITAL CONEGO MONTE RASO;2761106
2761114 SANTA CASA DE ALPINOPOLIS;2761114
2761203 HOSPITAL DE NOSSA SENHORA DA SAUDE;2761203
2761238 HOSPITAL DIVINENSE;2761238
2761254 HOSPITAL DR CANDIDO JUNQUEIRA;2761254
2761270 AHSVPI;2761270
2761467 HOSPITAL ANTONIO ALVES DA COSTA;2761467
2762544 HOSPITAL MUNICIPAL DE ALEXANIA;2762544
2764776 CASA DE CARIDADE DE CARANGOLA;2764776
2764784 CASA DE CARIDADE DE ITAMONTE;2764784
2764792 CASA DE CARIDADE DE ITANHANDU;2764792
2764806 CASA DE CARIDADE DE PASSA QUATRO;2764806
2764814 CASA DE CARIDADE DE SAO LOURENCO;2764814
2764822 CASA DE CARIDADE SANTO ANTONIO;2764822
2764830 HOSPITAL CASA DE CARIDADE SAO VICENTE DE P;2764830
2764865 HOSPITAL SAO JANUARIO;2764865
2765640 HOSPITAL REGIONAL DE GUARAI;2765640
2765659 HOSPITAL REGIONAL DE MIRACEMA;2765659
2765934 HOSPITAL DE CLINICAS DE SAO SEBASTIAO;2765934
2765942 HOSPITAL SANTA LUCINDA SOROCABA;2765942
2766167 HOSPITAL E MATERNIDADE SAO VICENTE DE PAUL;2766167
2766876 HOSPITAL MEMORIAL DO CARMO;2766876
2767678 CASA DE SAUDE DR ENIO COSTA;2767678
2767937 HOSPITAL E MATERNIDADE NOSSA SENHORA SANTA;2767937
2767953 HOSPITAL SAO LUCAS LUCAS DO RIO VERDE;2767953
2769603 HOSPITAL NOSSO SENHOR DO BONFIM SILVANIA;2769603
2769875 HOSPITAL MUNICIPAL DOUGLAS FAUSTINO MACHAD;2769875
2769883 HOSPITAL MUNICIPAL ANTONIO MIGUEL FERREIRA;2769883
2770326 HOSPITAL SAO CAMILO ARACRUZ;2770326
2770512 HOSPITAL MUNICIPAL DOM ANTONIO MONTEIRO;2770512
2772280 HOSPITAL CALIXTO MIDLEJ FILHO;2772280
2772299 HOSPITAL MUNICIPAL SANTA INES;2772299
2772310 SANTA CASA DE PIRACICABA;2772310
2772566 ONCOMED RADIO;2772566
2772620 OFTALMED;2772620
2772973 HOSP LOCAL JOSEFINA GETIRANA NETTA;2772973
2774720 HOSPITAL DE AGUDOS;2774720
2775913 SANTA CASA DE MIS SAO GONCALO DO SAPUCAI;2775913
2775948 SANTA CASA DE ABADIA DOS DOURADOS;2775948
2775956 SANTA CASA DE ANDRADAS;2775956
2775972 SANTA CASA DE MISERICORDIA DE BOA ESPERANC;2775972
2775980 SANTA CASA DE MISERICORDIA DE JACUTINGA;2775980
2775999 IRMANDADE DA SANTA CASA DE MISERICORDIA DE;2775999
2776006 SANTA CASA DE MISERICORDIA DE PIUMHI;2776006
2776014 SANTA CASA DE MISERICORDIA SAO VICENTE DE;2776014
2776022 SANTA CASA DE MONTE ALEGRE DE MINAS;2776022
2777312 UNIDADE DE REFERENCIA SECUNDARIA CAMPOS SA;2777312
2777460 HOSPITAL SANTO AMARO;2777460
2777576 CLINICA SANTA TEREZINHA;2777576
2777592 CLISA;2777592
2777649 HOSP REG SEN CANDIDO FERRAZ;2777649
2777665 UMS DE PARNAGUA;2777665
2777746 HOSP REG CHAGAS RODRIGUES;2777746
2777754 HOSP REG DE CAMPO MAIOR;2777754
2777762 HOSP REG DEOLINDO COUTO;2777762
2777770 H R DR JOAO PACHECO CAVALCANTE;2777770
2777789 HOSP REG EUSTAQUIO PORTELA;2777789
2778718 HPS;2778718
2778831 HOSPITAL NOSSA SENHORA DA IMACULADA CONCEI;2778831
2778858 HOSPITAL SAO SEBASTIAO;2778858
2781700 HOSPITAL MUNICIPAL DE ALTONIA;2781700
2781719 HOSPITAL COMUNITARIO DR LINCOLN GRACA DE J;2781719
2781735 PRONTO ATENDIMENTO MUNICIPAL 24 HORAS PAM;2781735
2781743 HOSPITAL JAIME CANET;2781743
2781751 HOSPITAL JESUITAS;2781751
2781816 HOSPITAL NOSSA SENHORA DA SAUDE;2781816
2781832 HOSPITAL MUNICIPAL SAO JOSE DE PAICANDU;2781832
2781859 HOSPITAL UNIVERSITARIO REGIONAL DO NORTE D;2781859
2783789 SANTA CASA DE IRATI;2783789
2783800 SANTA CASA MISERICORDIA DE JACAREZINHO;2783800
2784602 HOSPITAL AUGUSTO DE OLIVEIRA CAMARGO;2784602
2785382 SANTA CASA DE PIRASSUNUNGA;2785382
2785900 HOSPITAL GERAL DR WALDEMAR ALCANTARA;2785900
2786095 HOSPITAL REGIONAL DE DIANOPOLIS;2786095
2786109 HOSPITAL REGIONAL DE GURUPI;2786109
2786117 HOSPITAL GERAL DE PALMAS DR FRANCISCO AYRE;2786117
2786125 HOSPITAL REGIONAL DE PORTO NACIONAL;2786125
2786435 HCSVP HOSPITAL SAO VICENTE;2786435
2786656 SAE DST AIDS SANTO AMARO DRA DENIZE DORNEL;2786656
2786680 HOSP MUN FERNANDO MAURO PIRES DA ROCHA;2786680
2789582 AMBULATORIO DE ESPECIALIDADE DA FUABC;2789582
2789647 HOSPITAL MUNICIPAL MODESTO DE CARVALHO;2789647
2790556 HOSPITAL DE BASE DE BAURU;2790556
2790564 HOSPITAL DE REABILITACAO DE ANOMALIAS CRAN;2790564
2790580 MATERNIDADE SANTA ISABEL;2790580
2790602 HOSPITAL ESTADUAL BAURU;2790602
2790610 HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUAL;2790610
2790637 HOSPITAL SANTA LUZIA DUARTINA;2790637
2790734 INSTITUTO LAURO DE SOUZA LIMA BAURU;2790734
2791676 SANTA CASA DE BARIRI;2791676
2791722 SANTA CASA DE JAU;2791722
2791730 SANTA CASA DE MISERICORDIA DE BOCAINA;2791730
2791749 SANTA CASA DE PEDERNEIRAS;2791749
2792141 HOSPITAL REGIONAL DE COTIA;2792141
2792168 HOSPITAL GERAL DE CARAPICUIBA;2792168
2792176 HOSPITAL GERAL DE ITAPECERICA DA SERRA;2792176
2792451 HOSPITAL REGIONAL DE ARRAIAS;2792451
2792974 HOSPITAL REGIONAL DO VALE DO RIO PARDO;2792974
2793008 HOSPITAL TRAMANDAI;2793008
2793237 ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUE;2793237
2793636 HOSPITAL MUNICIPAL DE CONFRESA;2793636
2794136 HOSPITAL GERAL DE CAMBUQUIRA;2794136
2795299 HOSPITAL SAO JOAO DO PARAISO;2795299
2795655 HOSPITAL REGIONAL DE SORRISO;2795655
2795671 HOSPITAL SANTO ANTONIO;2795671
2796112 HOSPITAL SAO FRANCISCO;2796112
2796341 HOSPITAL E MATERNIDADE SAO FRANCISCO DE AS;2796341
2796384 HOSPITAL SAO VICENTE DE PAULA;2796384
2796392 IRMANDADE DA SANTA CASA DE CARIDADE DE MAC;2796392
2796430 SANTA CASA DE CARIDADE DE GUARANESIA;2796430
2796449 SANTA CASA DE MISERICORDIA DE GUAXUPE;2796449
2796562 HOSPITAL DE SANTOS DUMONT;2796562
2796619 HOSPITAL SAO JOAO;2796619
2796775 SANTA CASA DE MISERICORDIA DE MAR DE ESPAN;2796775
2797364 HOSPITAL MUNICIPAL DR GILBERTO PEREIRA MIR;2797364
2798239 HOSPITAL SAO JOSE ITIRAPINA;2798239
2798298 SANTA CASA DE MISERICORDIA DE SAO JOSE DO;2798298
2798484 HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OL;2798484
2798662 HGNI;2798662
2799251 HOSPITAL MUNICIPAL PROFESSOR JORGE NOVIS;2799251
2799278 HOSPITAL INACIA PINTO DOS SANTOS;2799278
2799286 HOSPITAL MATERNIDADE LUIZ ARGOLO;2799286
2799731 HOSPITAL ANGELO MARTINS;2799731
2799758 HOSPITAL GERAL CLERISTON ANDRADE;2799758
2799790 HOSPITAL GERAL SANTA TEREZA;2799790
2799804 HOSPITAL MUNICIPAL DR JOSE BORBA;2799804
2799820 HOSPITAL NOSSA SENHORA DE LOURDES;2799820
2799839 HOSPITAL SAO FRANCISCO;2799839
2799847 HOSPITAL SANTA MARIA;2799847
2799855 HOSPITAL SUSY ZANFRETTA;2799855
2800527 HOSPITAL MUNICIPAL FREI SILVERIO;2800527
2800950 HOSPITAL DR PERCILIO ALVES DE OLIVEIRA;2800950
2801558 HOSPITAL MUNICIPAL ANTONIO JOAQUIM LOPES;2801558
2801574 HOSPITAL MUNICIPAL DR LAURO JOAQUIM DE ARA;2801574
2801582 HOSPITAL MUNICIPAL HERMENEGILDO DIAS DA SI;2801582
2801779 HOSPITAL UNIAO COMUNITARIA DOS MEDICOS;2801779
2801906 HOSPITAL MATERNIDADE SAO VICENTE DE PAULO;2801906
2802023 HOSPITAL GERAL MENANDRO DE FARIA;2802023
2802031 HOSPITAL MATER DEI;2802031
2802058 HOSPITAL MUNICIPAL DE PORTO SEGURO;2802058
2802090 HOSPITAL REGIONAL DEPUTADO LUIS EDUARDO MA;2802090
2802104 HOSPITAL SANTO ANTONIO;2802104
2802112 HOSPITAL SAO JOSE MATERNIDADE SANTA HELENA;2802112
2802252 HOSPITAL MUNICIPAL DE JAGUAQUARA;2802252
2802473 HOSPITAL E MATERNIDADE LAURA DE VICUNA;2802473
2802783 HOSPITAL GETULIO VARGAS;2802783
2804034 HOSPITAL GERAL DE GUANAMBI;2804034
2804042 HOSPITAL MUNICIPAL REGIS PACHECO;2804042
2806215 HOSPITAL MUNICIPAL DR JOAO ELISIO DE HOLAN;2806215
2806339 HOSP MUNICIPAL NATERCIA JUNIOR RIOS;2806339
2807076 HOSPITAL REGIONAL DE BURITIS DR SILVANO VA;2807076
2807092 HOSPITAL SANTA MARCELINA DE RONDONIA;2807092
2808501 UNIDADE MISTA ALVORADA DO OESTE;2808501
2808544 HOSPITAL MUNICIPAL DR PEDRO GRANGEIRO XAVI;2808544
2808587 HOSPITAL MUNICIPAL ANGELINA GEORGETTI;2808587
2808609 HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANT;2808609
2808617 HOSPITAL MUNICIPAL DR ONASSIS FERREIRA DOS;2808617
2808668 HOSPITAL MUNICIPAL MASSAO OKAMOTO;2808668
2809532 HOSPITAL GERAL UNIMED HGU;2809532
2810123 HOSPITAL BENEFICENTE ASSISTEGUAIRA;2810123
2811278 UNIDADE HOSPITALAR EXPEDITO LOPES GALVAO;2811278
2814218 HOSPITAL DO CANCER DE RIO VERDE;2814218
2816210 HOSPITAL GOVERNADOR JOAO ALVES FILHO;2816210
2816881 HOSPITAL MUNICIPAL DE GUANAMBI;2816881
2819147 HOSPITAL MUNICIPAL DE CANDIBA;2819147
2825589 METROPOLITANA DE SARANDI;2825589
3001350 CENTRO DE ESPECIALIDADES E DIAGNOSTICO DR;3001350
3001466 CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO;3001466
3002187 HOSPITAL GERAL DE GUARUS;3002187
3002845 CENTRO DE REFERENCIA DE SAUDE DA MULHER;3002845
3004791 SARAH BELO HORIZONTE;3004791
3005011 NOROSPAR;3005011
3012212 HU HOSPITAL UNIVERSITARIO;3012212
3015408 UNIDADE DE EMERGENCIA DR DANIEL HOULY;3015408
3018520 HOSPITAL SAO FRANCISCO;3018520
3021114 SANTA CASA DE MISERICORDIA DE SOBRAL;3021114
3021378 HOSPITAL DO VICENTINO;3021378
3021823 HOSPITAL OTORRINOS;3021823
3025330 IOFAL;3025330
3028399 HOSPITAL ESTADUAL PROF CARLOS DA SILVA LAC;3028399
3028593 HOSPITAL MUNICIPAL CRISTINO ANANIAS DE CAM;3028593
3040119 HOSPITAL HELIO MONTEZANO DE OLIVEIRA;3040119
3048209 HOSPITAL SANTA RITA;3048209
3048675 ESMERALDAS HOSPITAL MUNICIPAL 25 DE MAIO;3048675
3050637 COE CENTRO DE OLHOS ESPECIALIZADOS;3050637
3058409 CLINICA DE OLHOS DE CAMOCIM;3058409
3060918 CLINOS;3060918
3075516 HOSPITAL SAO VICENTE;3075516
3083721 MATERNIDADE SANTA DULCE DOS POBRES;3083721
3094839 CASA DA MULHER YOLANDA PENTEADO LEME;3094839
3126838 HOSPITAL REGIONAL DO VALE DO PARAIBA;3126838
3139050 HOSPITAL DR LEO ORSI BERNARDES ITAPETINING;3139050
3142663 HOSPITAL MUNICIPAL DE SAO JOSE DO RIO CLAR;3142663
3144704 CLIMEC;3144704
3145425 ONCOMINAS ONCOLOGIA E RADIOTERAPIA POUSO A;3145425
3157245 HOSPITAL UNIV PROFESSOR POLYDORO ERNANI DE;3157245
3175650 UROCENTER;3175650
3179648 CENTRO MUNICIPAL DE PREVENCAO DO CANCER;3179648
3205282 CLINICA DE URGENCIA DE PICOS;3205282
3210243 HOSPITAL REGIONAL DR JOFRE DE MATOS COHEN;3210243
3212130 HOSP MUN VER JOSE STOROPOLLI;3212130
3220214 CLIHON HOSPITAL DE OLHOS DE FEIRA DE SANTA;3220214
3220966 UNIDADE HOSPITALAR DE SANTO ANTONIO DO ICA;3220966
3221172 CENTRO DE REF DA SAUDE DA MULHER MARIA LUI;3221172
3225143 HOSPITAL DE OLHOS DE APARECIDA;3225143
3225798 HOSPITAL DO CORACAO;3225798
3245500 HOSPITAL DA CHAPADA;3245500
3269728 HOSPITAL MUNICIPAL DE JACIARA;3269728
3270246 POLICLINICA MUNICIPAL;3270246
3271110 HOSPITAL E MATERINIDADE SILVESTRE;3271110
3276678 INSTITUTO DE CARDIOLOGIA E TRANSPLANTES DO;3276678
3285391 HOSPITAL UNIVERSITARIO DA UNIVERSIDADE FED;3285391
3289826 HOSPITAL MUNICIPAL DR EDUARDO RIBEIRO BAHI;3289826
3302490 HOSPITAL REGIONAL FRANCISCO GALVAO DE OLIV;3302490
3316300 HOSPITAL REGIONAL DO NORTE PIONEIRO;3316300
3317714 OFT CLINICA;3317714
3321452 HOF HOSPITAL DE OLHOS DE FLORIANOPOLIS;3321452
3369293 HOSPITAL MEMORIAL ARCOVERDE LTDA;3369293
3378691 HOSPITAL DA COMUNIDADE AHCROS CONSTANTINA;3378691
3385205 HOSPITAL DE PEQUENO PORTE DE ALVORADA;3385205
3386023 HOSPITAL BIBI MONTELO;3386023
3388301 COMPLEXO HOSPITALAR GENTIL FILHO;3388301
3400557 CLINICA SENSUMED;3400557
3426572 HOSPITAL E MATERNIDADE DR CARLOS CORREA;3426572
3447782 CIAMA MARIA LUIZA DE MELLO VICENTINI;3447782
3470350 HOSPITAL MUNICIPAL DE ITAOCARA;3470350
3473805 CENTRO DE ATENCAO ESPECIALIZADA RESSACA CA;3473805
3477371 CRI CLINICA DE RADIOTERAPIA INGA;3477371
3481506 FUNDACAO ALTINO VENTURA 2;3481506
3485536 HOSPITAL MUNICIPAL LAUDELINO BUENO DA SILV;3485536
3502651 RADICLIN CENTRO DE ONCOLOGIA;3502651
3508528 HOSPITAL UNIVERSITARIO DE CANOAS;3508528
3515168 HOSPITAL REGIONAL DEOCLECIO MARQUES DE LUC;3515168
3559629 HOSPITAL REGIONAL DE PROPRIA;3559629
3563308 CENTRO HOSPITALAR DE BARREIRAS;3563308
3569543 HOSPITAL MUNICIPAL DE MIRANDA RENATO ALBUQ;3569543
3574261 HOSPITAL MUNICIPAL ANDRE MAGGI COLNIZA;3574261
3584968 HOSPITAL FRANCISCO LIMONGI;3584968
3626245 HOSPITAL DE PRONTO SOCORRO PREF DR MARCOS;3626245
3650413 SEOPE 3;3650413
3663051 HOSPITAL MUNICIPAL DE ARAGUAINA;3663051
3667804 HOSPITAL MUNICIPAL SAO JOSE DE RIBAMAR;3667804
3668770 HOSPITAL MATERNO INFANTIL TIA DEDE;3668770
3675580 HOSPITAL DA LMECC;3675580
3681548 FUNDACAO ALTINO VENTURA;3681548
3698548 HOSPITAL REGIONAL DE BARBACENA DR JOSE AME;3698548
3708926 HOSPITAL MUNICIPAL DE NATAL;3708926
3746410 HOSPITAL 2 DE JULHO;3746410
3771962 HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE;3771962
3774554 HOSPITAL E MATERNIDADE MUNICIPAL N S DO MO;3774554
3819590 HOSPITAL SAO PAULO;3819590
3844951 CASMI CENTRO DE ATENCAO A SAUDE MATERNO IN;3844951
3893227 CENTRO MEDICO MUNICIPAL DE CALDAS NOVAS;3893227
3920682 CLILAB;3920682
3956369 MATERNIDADE PROFESSOR JOSE MARIA DE MAGALH;3956369
3970442 HOSPITAL MATERNIDADE MAE ESPERANCA;3970442
3972925 HOSPITAL DO OESTE;3972925
3980057 POLICLINICA SAO THIAGO LTDA;3980057
3983730 PROCAPE;3983730
3987884 HOSPITAL METROPOLITANO DE URGENCIA E EMERG;3987884
4001303 HOSPITAL DE BASE PORTO VELHO;4001303
4001958 HOSPITAL ANTONIO LUIZ DE MACEDO NOVA MAMOR;4001958
4003039 HOSPITAL MUNICIPAL DE MONTE NEGRO;4003039
4004787 HOSPITAL DE GUARNICAO DE SAO GABRIEL DA CA;4004787
4005732 HOSPITAL MUNICIPAL SAO JOAQUIM;4005732
4005775 HOSPITAL MARADEI;4005775
4006429 HOSPITAL DAS BEM AVENTURANCAS HBA;4006429
4007514 HOSPITAL MUNICIPAL DE GUIMARAES;4007514
4009444 MAT DR MARQUES BASTO E HOSP INF DR MIROCLE;4009444
4009622 HOSPITAL REGIONAL JUSTINO LUZ;4009622
4010779 HOSP MATERN SANTA IZABEL ARACOIABA;4010779
4010825 HOSP MUNIC NOSSA SENHORA DAS DORES;4010825
4010868 HOSPITAL DO CORACAO DO CARIRI;4010868
4012526 HOSPITAL REGIONAL PROF DR GETULIO O SALES;4012526
4014111 HOSPITAL UNIVERSITARIO ANA BEZERRA;4014111
4014138 HOSPITAL MUNICIPAL ALUIZIO BEZERRA;4014138
4014235 HOSPITAL MATERNIDADE BELARMINA MONTE;4014235
4020197 HOSPITAL E MATERNIDADE DR ANTENOR SERPA;4020197
4020405 HOSPITAL GERAL DAGOBERTO OMENA HGDO;4020405
4022718 HOSPITAL MUNICIPAL CARMELA DUTRA;4022718
4022807 HOSPITAL MUNICIPAL DE BOQUIRA;4022807
4023463 HOSPITAL MUNICIPAL DRA JOSEFA MONTEIRO;4023463
4023536 HOSPITAL E MATERNIDADE JOAO DURVAL CARNEIR;4023536
4023668 HOSPITAL NOSSA SENHORA DE LOURDES LTDA;4023668
4024222 HOSPITAL MUNICIPAL DE CARAVELAS;4024222
4026772 HOSPITAL AMERICO CHAGAS;4026772
4026896 HOSPITAL REGIONAL DR MARIO DOURADO SOBRINH;4026896
4028155 HOSPITAL REGIONAL DE JUAZEIRO;4028155
4028414 HOSPITAL E MATERNIDADE DR GILENO DE SA OLI;4028414
4028759 HOSPITAL MUNICIPAL MONSENHOR BERENGUER;4028759
4029526 HOSPITAL JOSE AMERICO REZENDE;4029526
4029607 HOSPITAL AURELIO JUSTINIANO ROCHA;4029607
4029801 HOSPITAL PROFESSOR EDGAR SANTOS;4029801
4031415 CEDAP CENTRO EST ESPECIALIZADO EM DIAG ASS;4031415
